Counter,Date/time,Latitude,Longitude,Temperature,Humidity,Pressure,Magnetic Field,Acceleration,Orientation,Image file,Image type,sunlight
86,2022-04-24 18:01:57.790817,36.97297567392618,-98.31432804499352,27.5051,50.8444,1009.2788,"-3.648188352584839,-10.722021102905273,33.17558670043945","0.01659199967980385,-0.0056119998916983604,-0.008051999844610691","295.7478367417998,231.0149511094357,267.93627632837",/home/pi/msl/weeagles/photo_086.jpg,day,Yes
87,2022-04-24 18:02:46.308483,34.96337158645234,-95.57498234978246,27.5106,50.9456,1009.2239,"-4.905276298522949,-10.745253562927246,32.69355392456055","0.01659199967980385,-0.00634399987757206,-0.008295999839901924","294.8393669406747,225.74384824012674,268.3935711536807",/home/pi/msl/weeagles/photo_087.jpg,day,Yes
88,2022-04-24 18:03:34.558468,32.865898672526285,-92.95445969981131,27.4053,50.8781,1009.241,"-5.96397066116333,-10.70487117767334,32.48039627075195","0.017079999670386314,-0.004879999905824661,-0.006099999882280827","300.55234889833764,224.75366205577166,269.03044531264936",/home/pi/msl/weeagles/photo_088.jpg,day,Yes
89,2022-04-24 18:04:23.088415,30.729403274980875,-90.4902775609173,27.4296,50.7463,1009.2546,"-7.643111228942871,-10.794321060180664,31.676122665405273","0.01756799966096878,-0.006099999882280827,-0.007319999858736992","303.6266546098008,219.86264555339557,273.5257274847041",/home/pi/msl/weeagles/photo_089.jpg,day,Yes
90,2022-04-24 18:05:11.330635,28.51575799125455,-88.11727821199257,27.208,50.6482,1009.2595,"-8.660870552062988,-10.730255126953125,30.3902587890625","0.016103999689221382,-0.004147999919950962,-0.008051999844610691","303.08095664606265,219.88936525342865,277.80923281135335",/home/pi/msl/weeagles/photo_090.jpg,day,Yes
91,2022-04-24 18:05:59.635260,26.26986836743976,-85.86540313669197,27.3203,50.9149,1009.2441,"-9.938779830932617,-10.875349998474121,29.220233917236328","0.016835998743772507,-0.006099999882280827,-0.00634399987757206","301.27529710122684,223.76450039979207,275.2889408189429",/home/pi/msl/weeagles/photo_091.jpg,day,Yes
92,2022-04-24 18:06:48.245797,23.97039336414835,-83.69528362270398,27.3592,50.6819,1009.2227,"-11.081486701965332,-10.63990592956543,28.204431533813477","0.016835998743772507,-0.003903999924659729,-0.008539999835193157","304.1810542345416,222.2051135707648,273.11126477567853",/home/pi/msl/weeagles/photo_092.jpg,day,Yes
93,2022-04-24 18:07:36.475999,21.650180486772175,-81.62173856983532,27.3507,50.7065,1009.1838,"-12.272018432617188,-10.823854446411133,26.794231414794922","0.01634800061583519,-0.004391999915242195,-0.008295999839901924","303.841132795023,215.37133172124862,275.29103768701805",/home/pi/msl/weeagles/photo_093.jpg,day,Yes
94,2022-04-24 18:08:24.929378,19.293387076949035,-79.61528350687658,27.2648,50.7831,1009.2039,"-13.339442253112793,-10.953876495361328,25.68320083618164","0.018055999651551247,-0.006587999872863293,-0.007075999863445759","299.14360189145503,219.44793012737074,272.4974834862937",/home/pi/msl/weeagles/photo_094.jpg,day,Yes
95,2022-04-24 18:09:13.595802,16.912229210037257,-77.67312578540813,27.4893,50.6758,1009.1631,"-14.36389446258545,-10.812326431274414,23.886720657348633","0.018055999651551247,-0.007075999863445759,-0.00634399987757206","301.17194950889535,215.631999060733,271.28566449356083",/home/pi/msl/weeagles/photo_095.jpg,day,Yes
96,2022-04-24 18:10:02.240371,14.499098440279427,-75.77694077940824,27.3082,50.8843,1009.2122,"-15.231632232666016,-10.674276351928711,22.283517837524414","0.01756799966096878,-0.00634399987757206,-0.007807999849319458","301.9711226229219,210.47403144483613,275.62534129594434",/home/pi/msl/weeagles/photo_096.jpg,day,Yes
97,2022-04-24 18:10:50.525021,12.058502912692994,-73.91931740628655,27.3976,51.0866,1009.2063,"-15.819183349609375,-10.628307342529297,20.31719970703125","0.013175999745726585,-0.004879999905824661,-0.007319999858736992","300.86749382664203,207.3932882800802,280.8301503491691",/home/pi/msl/weeagles/photo_097.jpg,day,Yes
98,2022-04-24 18:11:38.982905,9.633678762836507,-72.12152193775869,27.5095,50.6329,1009.2632,"-16.302839279174805,-10.348043441772461,18.31096649169922","0.01634800061583519,-0.007319999858736992,-0.009759999811649323","302.67672897550835,210.55761929989873,274.7354769301184",/home/pi/msl/weeagles/photo_098.jpg,day,Yes
99,2022-04-24 18:12:27.142196,7.179143336014881,-70.33914401675106,27.1941,50.544,1009.2446,"-16.912179946899414,-10.391932487487793,16.446168899536133","0.01634800061583519,-0.00634399987757206,-0.007807999849319458","302.60068164928947,205.12985921178637,277.1155383086794",/home/pi/msl/weeagles/photo_099.jpg,day,Yes
100,2022-04-24 18:13:15.997566,4.719341567274017,-68.58041591443404,27.6958,50.7095,1009.2253,"-17.481718063354492,-10.437931060791016,14.547454833984375","0.01659199967980385,-0.005123999901115894,-0.0058559998869895935","308.1296890465635,203.87548131033518,274.4701172506742",/home/pi/msl/weeagles/photo_100.jpg,day,Yes
101,2022-04-24 18:14:04.250604,2.2405158644629766,-66.82603463132011,27.479,50.6758,1009.229,"-18.094669342041016,-10.350772857666016,12.79529857635498","0.017324000597000122,-0.00634399987757206,-0.008051999844610691","307.4971930388528,197.14999894029873,278.27227865594523",/home/pi/msl/weeagles/photo_101.jpg,day,Yes
102,2022-04-24 18:14:52.558145,-0.22094521797066632,-65.09236481263758,27.4944,50.8321,1009.1919,"-18.596721649169922,-10.252777099609375,10.986363410949707","0.014639999717473984,-0.005367999896407127,-0.010491999797523022","306.52186934613167,198.85075702476692,271.4668011103496",/home/pi/msl/weeagles/photo_102.jpg,day,Yes
103,2022-04-24 18:15:40.852344,-2.6833831630370515,-63.35721150340304,27.5112,50.6053,1009.2197,"-18.595415115356445,-10.156935691833496,9.46752643585205","0.015371999703347683,-0.004635999910533428,-0.00951599981635809","303.8639080608104,200.5505179016163,269.3710053748554",/home/pi/msl/weeagles/photo_103.jpg,day,Yes
104,2022-04-24 18:16:29.214496,-5.141772574962741,-61.61495277064791,27.514,50.5808,1009.2854,"-19.020341873168945,-10.0447416305542,6.849742889404297","0.01756799966096878,-0.00634399987757206,-0.008295999839901924","300.79975201045386,201.43933041831005,269.0791582218099",/home/pi/msl/weeagles/photo_104.jpg,day,Yes
105,2022-04-24 18:17:17.713304,-7.602327091994741,-59.85180192017296,27.5448,50.498,1009.3193,"-19.129993438720703,-9.861202239990234,4.818276882171631","0.017079999670386314,-0.005123999901115894,-0.008051999844610691","301.2994759708887,215.52233354341925,259.3862728461047",/home/pi/msl/weeagles/photo_105.jpg,day,Yes
106,2022-04-24 18:18:06.236016,-10.053195610628881,-58.06656749186921,27.2175,50.7341,1009.323,"-18.979087829589844,-9.81676959991455,2.931021213531494","0.018300000578165054,-0.004635999910533428,-0.00878399983048439","302.2198371313587,202.79224062872782,264.2367863267026",/home/pi/msl/weeagles/photo_106.jpg,day,Yes
107,2022-04-24 18:18:55.220050,-12.498238698823336,-56.24633042708738,27.5756,50.5808,1009.3679,"-18.87296485900879,-9.376320838928223,0.8528224229812622","0.01781199872493744,-0.0058559998869895935,-0.00878399983048439","297.469406412669,198.50064152791205,264.99899445694103",/home/pi/msl/weeagles/photo_107.jpg,day,Yes
108,2022-04-24 18:19:43.747522,-14.939452935952577,-54.37856195269751,27.1766,50.7892,1009.3796,"-19.33637046813965,-9.083704948425293,-0.7081593871116638","0.018055999651551247,-0.005123999901115894,-0.007075999863445759","293.3819684963341,198.12209878373162,266.7428783558287",/home/pi/msl/weeagles/photo_108.jpg,day,Yes
109,2022-04-24 18:20:32.351482,-17.35006992966863,-52.47255179844683,27.3997,50.9394,1009.3765,"-18.7755069732666,-8.893600463867188,-2.8365297317504883","0.01781199872493744,-0.004391999915242195,-0.007807999849319458","294.1503306270147,191.99789162670973,267.8806717583369",/home/pi/msl/weeagles/photo_109.jpg,day,Yes
110,2022-04-24 18:21:20.608205,-19.7156807553705,-50.529281084045614,27.572,50.9456,1009.3967,"-18.40210723876953,-8.790999412536621,-4.256026744842529","0.014639999717473984,-0.003659999929368496,-0.009027999825775623","294.51836171006244,191.63298194011261,267.7787789962987",/home/pi/msl/weeagles/photo_110.jpg,day,Yes
111,2022-04-24 18:22:08.963725,-22.057363515926728,-48.519831071530625,27.4053,50.6789,1009.3955,"-18.037424087524414,-8.562080383300781,-5.622100353240967","0.015859998762607574,-0.004879999905824661,-0.007807999849319458","296.59582521782437,195.29961873187221,257.09249041713935",/home/pi/msl/weeagles/photo_111.jpg,day,Yes
112,2022-04-24 18:22:57.420148,-24.374892812599395,-46.430256604388376,27.453,50.7095,1009.3879,"-17.550464630126953,-8.222366333007812,-6.618231773376465","0.018055999651551247,-0.006099999882280827,-0.010247999802231789","298.82207073627666,187.5338848908645,259.3454488054355",/home/pi/msl/weeagles/photo_112.jpg,day,Yes
113,2022-04-24 18:23:45.730419,-26.64835912017583,-44.263825556321535,27.4046,50.354,1009.3591,"-17.098102569580078,-8.228785514831543,-7.46193790435791","0.01634800061583519,-0.004635999910533428,-0.00878399983048439","302.6364650103512,186.5123617985974,260.7033177331908",/home/pi/msl/weeagles/photo_113.jpg,day,Yes
114,2022-04-24 18:24:34.091476,-28.884045542719416,-41.99872879597896,27.4524,50.7586,1009.3997,"-16.331233978271484,-8.13170051574707,-8.399110794067383","0.018300000578165054,-0.006831999868154526,-0.007807999849319458","301.7391762288974,190.6821376453768,253.31745169306245",/home/pi/msl/weeagles/photo_114.jpg,day,Yes
115,2022-04-24 18:25:22.455838,-31.06581665511277,-39.63396347055309,27.6685,50.6298,1009.4414,"-15.776019096374512,-8.205604553222656,-9.707642555236816","0.01878799870610237,-0.006099999882280827,-0.004391999915242195","302.6348735762745,186.06427406828786,251.6241248544112",/home/pi/msl/weeagles/photo_115.jpg,day,Yes
116,2022-04-24 18:26:10.823570,-33.19718923507975,-37.14664020401299,27.558,50.6666,1009.3914,"-15.316847801208496,-8.149141311645508,-11.155840873718262","0.01634800061583519,-0.005367999896407127,-0.008539999835193157","302.57818300616344,187.27711075920703,243.3643975816823",/home/pi/msl/weeagles/photo_116.jpg,day,Yes
117,2022-04-24 18:26:59.320927,-35.272470224639,-34.52081096375627,27.431,50.495,1009.3848,"-14.981019020080566,-7.982404708862305,-11.890851974487305","0.015859998762607574,-0.003659999929368496,-0.007319999858736992","302.6982987129073,185.1736174005182,243.2258267038011",/home/pi/msl/weeagles/photo_117.jpg,day,Yes
118,2022-04-24 18:27:47.724833,-37.27345928721218,-31.7558580579155,27.3435,50.6421,1009.4209,"-14.622153282165527,-8.051012992858887,-12.61812686920166","0.01512799970805645,-0.006099999882280827,-0.007075999863445759","305.1097311503261,188.4082037461395,233.1690151887393",/home/pi/msl/weeagles/photo_118.jpg,day,Yes
119,2022-04-24 18:28:36.209192,-39.198478865270154,-28.828535018237755,27.6804,50.6452,1009.4053,"-14.197598457336426,-8.41679859161377,-13.275227546691895","0.017324000597000122,-0.006587999872863293,-0.008051999844610691","300.5658726728943,193.23011239449337,230.15825414221933",/home/pi/msl/weeagles/photo_119.jpg,day,Yes
120,2022-04-24 18:29:24.795947,-41.02282686401597,-25.7506284478528,27.451,50.7678,1009.4282,"-13.482921600341797,-8.71158504486084,-14.481207847595215","0.015859998762607574,-0.0056119998916983604,-0.00878399983048439","298.3685051942528,197.49038824777548,225.7642705057451",/home/pi/msl/weeagles/photo_120.jpg,day,Yes
121,2022-04-24 18:30:13.054739,-42.76569319943482,-22.457299807180693,27.6804,50.5348,1009.4058,"-13.040156364440918,-8.771354675292969,-15.084649085998535","0.015859998762607574,-0.005123999901115894,-0.007563999854028225","300.91553054707475,197.86029763284503,222.96364705922974",/home/pi/msl/weeagles/photo_121.jpg,day,Yes
122,2022-04-24 18:31:01.522055,-44.3911658619179,-18.979258892737075,27.5608,50.7371,1009.4556,"-12.60131549835205,-8.781797409057617,-15.358214378356934","0.014883999712765217,-0.004147999919950962,-0.009271999821066856","306.2970912356411,197.22839585159213,217.64985550760818",/home/pi/msl/weeagles/photo_122.jpg,day,Yes
123,2022-04-24 18:31:49.706373,-45.87916907977188,-15.332199552882468,27.5667,50.6206,1009.4475,"-12.114023208618164,-9.040863037109375,-15.618573188781738","0.015859998762607574,-0.0056119998916983604,-0.006831999868154526","306.9107598269047,201.27196346288807,214.71872080643223",/home/pi/msl/weeagles/photo_123.jpg,twilight,Yes
124,2022-04-24 18:32:37.490779,-47.221503006428776,-11.512418137792839,27.7762,50.6942,1009.4016,"-11.779616355895996,-9.349496841430664,-15.7593412399292","0.016835998743772507,-0.006587999872863293,-0.007319999858736992","304.76141199322296,201.7024839466523,208.76737207692503",/home/pi/msl/weeagles/photo_124.jpg,twilight,Yes
125,2022-04-24 18:33:25.332799,-48.41486131049893,-7.49997944501457,27.7728,50.7095,1009.4236,"-11.401902198791504,-9.628010749816895,-16.437475204467773","0.01634800061583519,-0.007075999863445759,-0.009759999811649323","307.7660326996791,203.45593011037798,206.40199560507958",/home/pi/msl/weeagles/photo_125.jpg,twilight,Yes
126,2022-04-24 18:34:13.209967,-49.44817154017555,-3.294858292670237,27.6581,50.4122,1009.4194,"-11.239080429077148,-9.767333030700684,-16.63249397277832","0.018300000578165054,-0.007319999858736992,-0.008051999844610691","311.145111697192,199.0225226220144,211.1827182127383",/home/pi/msl/weeagles/photo_126.jpg,twilight,Yes
127,2022-04-24 18:35:00.916375,-50.307495065649945,1.0854123367721513,27.4641,50.59,1009.4187,"-11.134641647338867,-10.061732292175293,-16.7059383392334","0.01903199963271618,-0.007075999863445759,-0.008051999844610691","312.73689411345265,194.74433801272852,206.98894108121544",/home/pi/msl/weeagles/photo_127.jpg,night,Yes
128,2022-04-24 18:35:51.448674,-51.01095172097497,5.860747785214519,27.6853,50.5685,1009.4202,"-10.662121772766113,-10.533539772033691,-17.183780670166016","0.015615999698638916,-0.004391999915242195,-0.008051999844610691","310.9651976842647,203.54253690905372,202.9501136212035",/home/pi/msl/weeagles/photo_128.jpg,twilight,Yes
129,2022-04-24 18:36:39.498070,-51.47629052887742,10.50650491137479,27.485,50.5655,1009.4441,"-10.617887496948242,-10.636420249938965,-17.65673065185547","0.016835998743772507,-0.004147999919950962,-0.00878399983048439","303.14699091495834,203.1643083535751,203.98155414814548",/home/pi/msl/weeagles/photo_129.jpg,night,No
130,2022-04-24 18:37:30.560964,-51.74859814444386,15.556769064196846,27.4858,50.5777,1009.4563,"-10.580828666687012,-10.965910911560059,-18.018796920776367","0.015859998762607574,-0.004391999915242195,-0.007563999854028225","303.43993089827103,207.7027641513735,198.11593795310026",/home/pi/msl/weeagles/photo_130.jpg,night,No
131,2022-04-24 18:38:21.268867,-51.7835541271181,20.638240254998227,27.8256,50.7371,1009.4893,"-10.573265075683594,-11.429987907409668,-18.701004028320312","0.015859998762607574,-0.00634399987757206,-0.007075999863445759","301.6698839597676,215.14779329009244,196.93212956615366",/home/pi/msl/weeagles/photo_131.jpg,night,No
132,2022-04-24 18:39:12.084778,-51.5845439885594,25.641931505828655,27.3474,50.7984,1009.4587,"-10.915514945983887,-11.828826904296875,-19.075864791870117","0.01659199967980385,-0.005367999896407127,-0.008295999839901924","299.0666803010223,217.70083603957318,190.2666845589216",/home/pi/msl/weeagles/photo_132.jpg,night,No
133,2022-04-24 18:40:02.523713,-51.153415278317055,30.606471026771104,27.4681,50.5501,1009.4482,"-10.979729652404785,-12.351492881774902,-19.320554733276367","0.016835998743772507,-0.005367999896407127,-0.00878399983048439","299.36645047350504,225.6190606839906,183.3813894226852",/home/pi/msl/weeagles/photo_133.jpg,night,No
134,2022-04-24 18:40:53.318126,-50.498614120409606,35.44978824040773,27.6271,50.7586,1009.457,"-11.044038772583008,-12.682191848754883,-19.774818420410156","0.01781199872493744,-0.006831999868154526,-0.008295999839901924","301.56060093304745,233.7983214981076,177.99369158177845",/home/pi/msl/weeagles/photo_134.jpg,night,No
135,2022-04-24 18:41:44.070219,-49.63729489451156,40.104152658294595,27.6798,50.6605,1009.4761,"-10.947921752929688,-13.082365989685059,-20.30750274658203","0.016835998743772507,-0.0058559998869895935,-0.006099999882280827","299.35002386855115,234.04541042152198,175.75385398687783",/home/pi/msl/weeagles/photo_135.jpg,night,No
136,2022-04-24 18:42:34.514114,-48.57147136804668,44.6009884599417,27.1157,50.8138,1009.5447,"-10.90963363647461,-13.668084144592285,-21.047771453857422","0.01781199872493744,-0.007319999858736992,-0.008295999839901924","302.20058965827764,232.61930790395834,178.5655013587136",/home/pi/msl/weeagles/photo_136.jpg,night,No
137,2022-04-24 18:43:25.302040,-47.32965633140894,48.86248033413643,27.4308,50.6973,1009.5159,"-10.816716194152832,-14.31248664855957,-22.17181968688965","0.01781199872493744,-0.006587999872863293,-0.008295999839901924","303.26307339499726,225.61579585356733,179.3728297186091",/home/pi/msl/weeagles/photo_137.jpg,night,No
138,2022-04-24 18:44:16.116372,-45.90077237736818,52.96131621484227,27.5231,50.5195,1009.5579,"-10.619619369506836,-14.644951820373535,-23.125574111938477","0.014639999717473984,-0.005123999901115894,-0.009271999821066856","303.28647362309374,227.81432446436773,167.67827544436162",/home/pi/msl/weeagles/photo_138.jpg,night,No
139,2022-04-24 18:45:06.583133,-44.33940837900943,56.783525493849965,27.4691,50.7708,1009.5464,"-10.124695777893066,-15.164896965026855,-24.27648162841797","0.017324000597000122,-0.006831999868154526,-0.006099999882280827","300.74661313871115,235.29353186969342,164.31726229720343",/home/pi/msl/weeagles/photo_139.jpg,night,No
140,2022-04-24 18:45:57.370058,-42.63224678907249,60.41018682359622,27.3326,50.6574,1009.4675,"-10.00599479675293,-15.570283889770508,-25.744590759277344","0.01659199967980385,-0.006099999882280827,-0.009027999825775623","300.56182237071647,238.1325273189659,164.06281042986376",/home/pi/msl/weeagles/photo_140.jpg,night,No
141,2022-04-24 18:46:48.160864,-40.80117485579832,63.82933982188231,27.2067,50.8229,1009.4639,"-9.449586868286133,-16.23374366760254,-26.830894470214844","0.01878799870610237,-0.006831999868154526,-0.008295999839901924","303.1733315394925,240.1327345570258,156.91733972776322",/home/pi/msl/weeagles/photo_141.jpg,night,No
142,2022-04-24 18:47:38.552226,-38.87615763928905,67.0261881640788,27.6275,50.6329,1009.4702,"-8.883016586303711,-16.340599060058594,-27.572019577026367","0.018055999651551247,-0.007807999849319458,-0.006099999882280827","302.4861188863408,243.9116596587404,158.80524499548977",/home/pi/msl/weeagles/photo_142.jpg,night,No
143,2022-04-24 18:48:29.335254,-36.843759581301086,70.05819117553818,27.3468,50.498,1009.4487,"-8.033717155456543,-16.903392791748047,-28.676055908203125","0.018543999642133713,-0.0058559998869895935,-0.007319999858736992","298.59861426739053,234.13907963579953,165.3455336163705",/home/pi/msl/weeagles/photo_143.jpg,night,No
144,2022-04-24 18:49:19.791272,-34.73913848975542,72.90407237169343,27.4531,50.7126,1009.4746,"-7.023550987243652,-17.214534759521484,-29.771835327148438","0.017079999670386314,-0.004635999910533428,-0.010491999797523022","297.5750147976157,237.63873196273067,160.88380816370804",/home/pi/msl/weeagles/photo_144.jpg,night,No
145,2022-04-24 18:50:10.617276,-32.5442118356806,75.61643307190165,27.3647,50.6237,1009.4399,"-5.694631099700928,-16.965246200561523,-30.692642211914062","0.01512799970805645,-0.004391999915242195,-0.009759999811649323","297.5501324184694,227.1510174733111,168.46089217984004",/home/pi/msl/weeagles/photo_145.jpg,night,No
146,2022-04-24 18:51:01.347141,-30.285103427601648,78.18676230934241,27.5052,50.6636,1009.489,"-4.0800395011901855,-17.39192771911621,-31.026729583740234","0.018543999642133713,-0.006831999868154526,-0.006587999872863293","292.7787330190277,216.2481640861382,172.1052625549054",/home/pi/msl/weeagles/photo_146.jpg,night,No
147,2022-04-24 18:51:52.138034,-27.983087942038715,80.61664863676822,27.2978,50.9946,1009.4927,"-2.716125726699829,-17.63789939880371,-31.754859924316406","0.016835998743772507,-0.006099999882280827,-0.007319999858736992","293.54034009261915,216.64497075615924,173.99477974727606",/home/pi/msl/weeagles/photo_147.jpg,night,No
148,2022-04-24 18:52:43.195896,-25.603162989435432,82.96316482316809,27.3056,50.731,1009.5017,"-0.7553563714027405,-18.092504501342773,-31.959089279174805","0.015859998762607574,-0.0056119998916983604,-0.008539999835193157","291.71973950897393,212.28119021619477,178.34895704126748",/home/pi/msl/weeagles/photo_148.jpg,night,No
149,2022-04-24 18:53:34.338952,-23.17424961393087,85.21433406061585,27.4386,50.544,1009.4878,"1.212461233139038,-18.302270889282227,-32.19622802734375","0.01756799966096878,-0.00634399987757206,-0.008539999835193157","292.0172420586522,206.45737477887005,183.44809305011955",/home/pi/msl/weeagles/photo_149.jpg,night,No
150,2022-04-24 18:54:24.780540,-20.724664659602542,87.36293897470162,27.5613,50.7708,1009.4897,"3.203187942504883,-18.47287368774414,-31.727149963378906","0.01903199963271618,-0.006099999882280827,-0.008051999844610691","291.8786506902035,212.08088808859497,174.5558114857009",/home/pi/msl/weeagles/photo_150.jpg,night,No
151,2022-04-24 18:55:15.220004,-18.259695371251336,89.42294067592609,27.0848,50.6973,1009.4548,"5.087835311889648,-18.512624740600586,-31.18701171875","0.017079999670386314,-0.005123999901115894,-0.00951599981635809","294.461698460708,207.35371416402916,177.93301218119205",/home/pi/msl/weeagles/photo_151.jpg,night,No
152,2022-04-24 18:56:05.991738,-15.767092755704338,91.4202584928063,27.4838,50.8168,1009.4404,"7.143438339233398,-18.353113174438477,-30.436269760131836","0.015859998762607574,-0.00634399987757206,-0.012199999764561653","295.6256992990616,205.9100307395419,179.74355872637904",/home/pi/msl/weeagles/photo_152.jpg,night,No
153,2022-04-24 18:56:56.731794,-13.236069320836352,93.37642601749444,27.2403,50.7187,1009.4385,"9.186225891113281,-18.37487030029297,-29.217493057250977","0.015859998762607574,-0.005367999896407127,-0.006099999882280827","294.5817185448035,202.24129024951793,189.5448155259213",/home/pi/msl/weeagles/photo_153.jpg,night,No
154,2022-04-24 18:57:47.108744,-10.68656307625145,95.28823765507238,27.3719,50.8659,1009.436,"11.344934463500977,-18.52240753173828,-27.98922348022461","0.01878799870610237,-0.007319999858736992,-0.009027999825775623","289.861265526381,212.61084246629628,184.63597222981147",/home/pi/msl/weeagles/photo_154.jpg,night,No
155,2022-04-24 18:58:37.560149,-8.138620102541653,97.15321193827606,27.2968,50.8781,1009.4805,"13.301715850830078,-18.251136779785156,-25.909019470214844","0.014883999712765217,-0.006587999872863293,-0.00634399987757206","289.1206339637306,217.2407544970811,184.6961188756426",/home/pi/msl/weeagles/photo_155.jpg,night,No
156,2022-04-24 18:59:28.309451,-5.561388340589771,99.00536922406857,27.5642,50.8597,1009.4683,"15.061124801635742,-18.37175178527832,-23.64267921447754","0.019276000559329987,-0.006099999882280827,-0.009759999811649323","289.11237626502407,227.5349697273142,179.5645121474763",/home/pi/msl/weeagles/photo_156.jpg,night,No
157,2022-04-24 19:00:19.083049,-2.9769696386108087,100.8395580667126,27.4748,50.7892,1009.5059,"16.55955696105957,-18.159515380859375,-21.171972274780273","0.018543999642133713,-0.006587999872863293,-0.010979999788105488","291.02034862853213,227.49398859229413,180.87486026145226",/home/pi/msl/weeagles/photo_157.jpg,night,No
158,2022-04-24 19:01:09.447374,-0.4043758346883937,102.65319892068717,27.0983,50.9149,1009.469,"18.025062561035156,-17.756776809692383,-18.61326789855957","0.014151999726891518,-0.006099999882280827,-0.00317199993878603","298.240357185045,233.12556152523968,170.7474346082852",/home/pi/msl/weeagles/photo_158.jpg,night,No
159,2022-04-24 19:01:59.927917,2.1673024221313226,104.46458262565552,27.3902,50.6421,1009.4863,"19.29960060119629,-17.785072326660156,-15.865372657775879","0.01659199967980385,-0.003415999934077263,-0.00878399983048439","299.6932135535876,239.33067910316953,167.34399232600288",/home/pi/msl/weeagles/photo_159.jpg,night,No
160,2022-04-24 19:02:50.753839,4.7569864132249124,106.29760517873098,27.2039,50.9026,1009.4966,"20.102190017700195,-17.524335861206055,-13.09888744354248","0.013175999745726585,-0.006587999872863293,-0.005123999901115894","297.9913011671497,236.6177006440838,172.5117680935479",/home/pi/msl/weeagles/photo_160.jpg,night,No
161,2022-04-24 19:03:41.570281,7.3254372610671625,108.1351814458726,27.4306,50.6482,1009.4326,"21.007505416870117,-17.325702667236328,-10.114338874816895","0.014883999712765217,-0.005367999896407127,-0.008539999835193157","296.42376592244256,225.01855045216308,183.85066439980008",/home/pi/msl/weeagles/photo_161.jpg,night,No
162,2022-04-24 19:04:32.388007,9.91789398465747,110.02105048155411,27.0872,50.9057,1009.4214,"21.707509994506836,-17.348018646240234,-6.875760555267334","0.016835998743772507,-0.0056119998916983604,-0.008051999844610691","301.6811742624657,227.23185959232737,184.86893632202228",/home/pi/msl/weeagles/photo_162.jpg,night,No
163,2022-04-24 19:05:22.848511,12.46176175811484,111.9137575588986,27.1844,50.731,1009.4392,"22.157398223876953,-17.169681549072266,-3.5211682319641113","0.01878799870610237,-0.006587999872863293,-0.011467999778687954","299.1163699272342,234.46098645138224,189.57910307555477",/home/pi/msl/weeagles/photo_163.jpg,night,No
164,2022-04-24 19:06:13.656102,14.98817219601319,113.84742980441162,27.4377,50.8444,1009.4695,"22.244739532470703,-17.06548500061035,-0.7126474976539612","0.02000799961388111,-0.006587999872863293,-0.010491999797523022","299.6791638544649,230.6193875338436,206.41945356859813",/home/pi/msl/weeagles/photo_164.jpg,night,No
165,2022-04-24 19:07:04.414011,17.509673623390462,115.84483935169277,27.3521,50.8934,1009.4585,"22.21096420288086,-16.520912170410156,2.0846877098083496","0.019519999623298645,-0.005367999896407127,-0.011223999783396721","297.9184298788948,232.71476662779844,210.8128224880471",/home/pi/msl/weeagles/photo_165.jpg,night,No
166,2022-04-24 19:07:55.228637,20.02249873315304,117.91815603390367,27.3118,50.8536,1009.3962,"21.911130905151367,-16.61489486694336,5.000207424163818","0.016103999689221382,-0.0056119998916983604,-0.006831999868154526","298.847233153179,237.35238311196707,213.40642290081936",/home/pi/msl/weeagles/photo_166.jpg,night,No
167,2022-04-24 19:08:45.949753,22.4847519538936,120.04746609972817,27.3984,50.9578,1009.4023,"21.445981979370117,-16.495079040527344,7.75575065612793","0.01634800061583519,-0.004635999910533428,-0.009271999821066856","298.66411578153094,239.0933300295116,216.04358626011796",/home/pi/msl/weeagles/photo_167.jpg,night,No
168,2022-04-24 19:09:36.455179,24.899110484103378,122.2490309716238,27.4259,50.7402,1009.3906,"20.907114028930664,-16.483991622924805,10.656342506408691","0.019276000559329987,-0.00634399987757206,-0.0058559998869895935","297.3357259502335,227.26833280249525,228.62031410718592",/home/pi/msl/weeagles/photo_168.jpg,night,No
169,2022-04-24 19:10:26.913644,27.27409767737629,124.54715319723923,27.2332,50.8138,1009.4102,"20.201526641845703,-16.581281661987305,13.362133026123047","0.01781199872493744,-0.007075999863445759,-0.006587999872863293","300.09594199761904,215.75568012622358,239.22773449199912",/home/pi/msl/weeagles/photo_169.jpg,night,No
170,2022-04-24 19:11:17.739692,29.599966068369255,126.95135755540193,27.2073,50.9762,1009.3982,"19.569332122802734,-16.52910041809082,15.611631393432617","0.018055999651551247,-0.0056119998916983604,-0.007319999858736992","298.9115052332688,216.27275276715022,242.89520456683746",/home/pi/msl/weeagles/photo_170.jpg,night,No
171,2022-04-24 19:12:08.158704,31.886142583764144,129.49392501385395,27.2628,50.8138,1009.3994,"18.836957931518555,-16.153553009033203,17.848459243774414","0.018055999651551247,-0.00634399987757206,-0.008051999844610691","299.0736607543541,222.07509408972444,242.2809656547782",/home/pi/msl/weeagles/photo_171.jpg,night,Yes
172,2022-04-24 19:12:59.474694,34.108854244342425,132.17368516981503,27.274,50.9731,1009.4116,"18.107091903686523,-15.930931091308594,19.767780303955078","0.01659199967980385,-0.004879999905824661,-0.008539999835193157","300.1659924177467,223.0677254818024,241.20777901162913",/home/pi/msl/weeagles/photo_172.jpg,twilight,Yes
